# Formato de filas:
# EQUIPO,nombre,pais,presupuesto,nombreEntrenador,edadEnt,nacionEnt,estilo,exp,formacion
# JUGADOR,nombreEquipo,id,nombre,edad,nacion,posicion,ataque,defensa,energia,velocidad,valor
tipo,nombre,pais,presupuesto,nombreEntrenador,edadEnt,nacionEnt,estilo,exp,formacion

EQUIPO,Real Madrid,España,200.0,Carlo Ancelotti,62,Italia,EQUILIBRADO,25,4-3-3
JUGADOR,Inter Milan,144,Lautaro Martínez,26,Argentina,DEL,87,55,86,84,110.0
JUGADOR,Inter Milan,145,Marcus Thuram,26,Francia,DEL,84,52,85,84,70.0
JUGADOR,Inter Milan,146,Alexis Sánchez,35,Chile,DEL,78,56,80,80,15.0
JUGADOR,Inter Milan,147,Joaquín Correa,29,Argentina,DEL,78,50,80,82,20.0
JUGADOR,Inter Milan,148,Carlos Augusto,25,Brasil,DEF,68,78,80,80,30.0
JUGADOR,Inter Milan,149,Yann Sommer,35,Suiza,POR,78,87,76,58,30.0
JUGADOR,Inter Milan,150,Kristjan Asllani,22,Albania,MED,74,70,80,76,20.0

EQUIPO,AC Milan,Italia,145.0,Stefano Pioli,58,Italia,OFENSIVO,10,4-2-3-1
JUGADOR,AC Milan,151,Mike Maignan,28,Francia,POR,82,88,78,62,75.0
JUGADOR,AC Milan,152,Davide Calabria,27,Italia,DEF,70,80,81,82,35.0
JUGADOR,AC Milan,153,Malick Thiaw,22,Alemania,DEF,66,82,80,76,40.0
JUGADOR,AC Milan,154,Fikayo Tomori,26,Inglaterra,DEF,67,83,82,78,50.0
JUGADOR,AC Milan,155,Théo Hernández,26,Francia,DEF,74,80,82,86,65.0
JUGADOR,AC Milan,156,Tijjani Reijnders,25,Países Bajos,MED,80,70,84,80,60.0
JUGADOR,AC Milan,157,Ruben Loftus-Cheek,28,Inglaterra,MED,78,72,83,78,40.0
JUGADOR,AC Milan,158,Yunus Musah,21,Estados Unidos,MED,76,70,83,80,40.0
JUGADOR,AC Milan,159,Rafael Leão,24,Portugal,DEL,86,50,85,90,100.0
JUGADOR,AC Milan,160,Olivier Giroud,37,Francia,DEL,78,56,80,70,20.0
JUGADOR,AC Milan,161,Christian Pulisic,25,Estados Unidos,DEL,82,54,83,82,55.0
JUGADOR,AC Milan,162,Luka Jović,26,Serbia,DEL,78,50,80,74,20.0
JUGADOR,AC Milan,163,Samuel Chukwueze,24,Nigeria,DEL,80,46,82,84,35.0
JUGADOR,AC Milan,164,Marco Sportiello,32,Italia,POR,74,84,73,55,10.0
JUGADOR,AC Milan,165,Pierre Kalulu,22,Francia,DEF,68,82,80,80,30.0

EQUIPO,Borussia Dortmund,Alemania,140.0,Edin Terzić,41,Bosnia,OFENSIVO,6,4-2-3-1
JUGADOR,Borussia Dortmund,166,Gregor Kobel,26,Alemania,POR,80,87,78,62,60.0
JUGADOR,Borussia Dortmund,167,Mats Hummels,35,Alemania,DEF,62,86,82,70,35.0
JUGADOR,Borussia Dortmund,168,Nico Schlotterbeck,24,Alemania,DEF,66,83,81,74,50.0
JUGADOR,Borussia Dortmund,169,Niklas Süle,28,Alemania,DEF,65,84,82,72,45.0
JUGADOR,Borussia Dortmund,170,Raphaël Guerreiro,30,Portugal,DEF,72,78,82,82,35.0
JUGADOR,Borussia Dortmund,171,Julian Brandt,27,Alemania,MED,80,68,84,82,50.0
JUGADOR,Borussia Dortmund,172,Emre Can,30,Alemania,MED,74,76,83,76,25.0
JUGADOR,Borussia Dortmund,173,Marcel Sabitzer,30,Austria,MED,76,72,83,78,35.0
JUGADOR,Borussia Dortmund,174,Karim Adeyemi,22,Alemania,DEL,84,50,83,90,60.0
JUGADOR,Borussia Dortmund,175,Sébastien Haller,29,Costa de Marfil,DEL,80,52,82,78,25.0
JUGADOR,Borussia Dortmund,176,Felix Nmecha,23,Alemania,MED,76,70,82,78,30.0
JUGADOR,Borussia Dortmund,177,Giovanni Reyna,21,Estados Unidos,DEL,80,52,82,82,30.0
JUGADOR,Borussia Dortmund,178,Jamie Gittens,19,Inglaterra,DEL,80,48,82,88,30.0
JUGADOR,Borussia Dortmund,179,Donyell Malen,25,Países Bajos,DEL,82,48,82,88,40.0
JUGADOR,Borussia Dortmund,180,Alexander Meyer,32,Alemania,POR,74,84,73,55,8.0

EQUIPO,Ajax,Países Bajos,120.0,John van 't Schip,61,Países Bajos,OFENSIVO,8,4-3-3
JUGADOR,Ajax,181,Remko Pasveer,40,Países Bajos,POR,76,85,75,56,15.0
JUGADOR,Ajax,182,Devyne Rensch,21,Países Bajos,DEF,70,78,78,82,20.0
JUGADOR,Ajax,183,Jorrel Hato,17,Países Bajos,DEF,66,80,79,78,20.0
JUGADOR,Ajax,184,Josip Šutalo,23,Croacia,DEF,65,82,80,74,20.0
JUGADOR,Ajax,185,Owen Wijndal,24,Países Bajos,DEF,68,76,79,80,15.0
JUGADOR,Ajax,186,Steven Berghuis,32,Países Bajos,MED,78,68,82,78,30.0
JUGADOR,Ajax,187,Jordan Henderson,33,Inglaterra,MED,72,72,80,72,15.0
JUGADOR,Ajax,188,Kenneth Taylor,21,Países Bajos,MED,76,68,81,78,25.0
JUGADOR,Ajax,189,Mohammed Kudus,23,Ghana,DEL,84,50,83,86,50.0
JUGADOR,Ajax,190,Brian Brobbey,21,Países Bajos,DEL,82,52,83,80,35.0
JUGADOR,Ajax,191,Dušan Tadić,35,Serbia,DEL,78,60,80,76,20.0
JUGADOR,Ajax,192,Chuba Akpom,28,Nigeria,DEL,78,50,81,78,20.0
JUGADOR,Ajax,193,Francisco Conceição,21,Portugal,DEL,80,50,82,84,30.0
JUGADOR,Ajax,194,Jay Gorter,23,Países Bajos,POR,72,82,72,54,10.0
JUGADOR,Ajax,195,Branco van den Boomen,29,Países Bajos,MED,74,68,80,76,15.0

EQUIPO,Porto,Portugal,115.0,Sérgio Conceição,49,Portugal,DEFENSIVO,12,4-4-2
JUGADOR,Porto,196,Diogo Costa,24,Portugal,POR,82,88,79,62,65.0
JUGADOR,Porto,197,João Mário,31,Portugal,DEF,72,80,81,82,35.0
JUGADOR,Porto,198,Pepe,41,Portugal,DEF,60,85,80,68,8.0
JUGADOR,Porto,199,David Carmo,24,Portugal,DEF,64,82,79,73,25.0
JUGADOR,Porto,200,Zaidu Sanusi,26,Nigeria,DEF,68,76,80,82,20.0
JUGADOR,Porto,201,Fábio Vieira,23,Portugal,MED,80,68,83,80,40.0
JUGADOR,Porto,202,Mateus Uribe,32,Colombia,MED,74,74,82,76,20.0
JUGADOR,Porto,203,Evanilson,24,Brasil,DEL,82,50,83,82,50.0
JUGADOR,Porto,204,Galeno,26,Brasil,DEL,82,50,83,86,45.0
JUGADOR,Porto,205,Mehdi Taremi,31,Irán,DEL,82,54,83,78,40.0
JUGADOR,Porto,206,Toni Martínez,27,España,DEL,78,50,80,76,15.0
JUGADOR,Porto,207,Pepê,26,Brasil,DEL,80,50,82,84,30.0
JUGADOR,Porto,208,Stephen Eustáquio,27,Canadá,MED,74,72,82,76,20.0
JUGADOR,Porto,209,Cláudio Ramos,29,Portugal,POR,74,83,73,55,8.0
JUGADOR,Porto,210,Iván Marcano,38,España,DEF,60,82,78,68,10.0

EQUIPO,Napoli,Italia,135.0,Walter Mazzarri,62,Italia,EQUILIBRADO,20,4-3-3
JUGADOR,Napoli,211,Alex Meret,26,Italia,POR,80,87,78,60,45.0
JUGADOR,Napoli,212,Giovanni Di Lorenzo,30,Italia,DEF,74,80,82,82,55.0
JUGADOR,Napoli,213,Amir Rrahmani,30,Kosovo,DEF,65,83,81,73,40.0
JUGADOR,Napoli,214,Min-jae Kim,27,Corea del Sur,DEF,67,84,83,76,60.0
JUGADOR,Napoli,215,Mathías Olivera,26,Uruguay,DEF,70,78,80,82,35.0
JUGADOR,Napoli,216,Piotr Zieliński,30,Polonia,MED,82,68,86,80,55.0
JUGADOR,Napoli,217,André-Frank Zambo Anguissa,28,Camerún,MED,78,76,85,78,55.0
JUGADOR,Napoli,218,Diego Demme,32,Alemania,MED,70,70,80,72,20.0
JUGADOR,Napoli,219,Khvicha Kvaratskhelia,23,Georgia,DEL,88,50,86,88,100.0
JUGADOR,Napoli,220,Victor Osimhen,25,Nigeria,DEL,90,52,87,88,120.0
JUGADOR,Napoli,221,Giacomo Raspadori,24,Italia,DEL,80,56,82,78,45.0
JUGADOR,Napoli,222,Matteo Politano,30,Italia,DEL,78,52,80,80,25.0
JUGADOR,Napoli,223,Juan Jesus,32,Brasil,DEF,62,82,78,70,10.0
JUGADOR,Napoli,224,Pierluigi Gollini,29,Italia,POR,74,83,73,55,10.0
JUGADOR,Napoli,225,Elif Elmas,24,Macedonia,MED,76,68,81,78,25.0

EQUIPO,Benfica,Portugal,110.0,Roger Schmidt,56,Alemania,OFENSIVO,10,4-2-3-1
JUGADOR,Benfica,226,Odysseas Vlachodimos,29,Grecia,POR,80,86,77,60,40.0
JUGADOR,Benfica,227,Alexander Bah,27,Dinamarca,DEF,70,78,80,82,30.0
JUGADOR,Benfica,228,António Silva,20,Portugal,DEF,66,82,81,74,45.0
JUGADOR,Benfica,229,Nicolás Otamendi,36,Argentina,DEF,62,84,80,70,25.0
JUGADOR,Benfica,230,Grimaldo,28,España,DEF,74,78,82,84,50.0
JUGADOR,Benfica,231,João Neves,19,Portugal,MED,80,72,84,80,70.0
JUGADOR,Benfica,232,Fredrik Aursnes,28,Noruega,MED,74,73,82,78,30.0
JUGADOR,Benfica,233,Florentino Luís,24,Portugal,MED,72,76,82,74,30.0
JUGADOR,Benfica,234,Rafa Silva,31,Portugal,DEL,82,54,83,84,45.0
JUGADOR,Benfica,235,Gonçalo Ramos,22,Portugal,DEL,82,52,84,80,65.0
JUGADOR,Benfica,236,Petar Musa,25,Croacia,DEL,80,52,82,78,25.0
JUGADOR,Benfica,237,Ángel Di María,35,Argentina,DEL,80,54,80,82,20.0
JUGADOR,Benfica,238,David Neres,27,Brasil,DEL,82,50,82,86,40.0
JUGADOR,Benfica,239,Henrique Araújo,22,Portugal,DEL,78,50,80,78,15.0
JUGADOR,Benfica,240,Samuel Soares,22,Portugal,POR,72,82,72,54,8.0
